site_code,assetid,site_name,neighbourhood,ward_name,service,bin_count,bin_size,route1,route2,route3,easting,northing,classification
7901886,30004,King's Stables Road,South East Locality,11-City Centre,WS: Side Loading Communal,1,3200 Litres,Route 42 Week All - Wednesday,Route 42 Week All - Saturday,No Route Allocated,325207,673331,Public Carriageway
7901886,30003,King's Stables Road,South East Locality,11-City Centre,WS: Side Loading Communal,2,3200 Litres,Route 42 Week All - Wednesday,Route 42 Week All - Saturday,No Route Allocated,325265,673337,Public Carriageway
7901886,30002,King's Stables Road,South East Locality,11-City Centre,WS: Side Loading Communal,1,3200 Litres,Route 42 Week All - Wednesday,Route 42 Week All - Saturday,No Route Allocated,325211,673339,Public Carriageway
7901879,30009,Keir Street,South East Locality,11-City Centre,WS: Side Loading Communal,1,3200 Litres,Route 42 Week All - Wednesday,Route 42 Week All - Saturday,No Route Allocated,325325,673127,Public Carriageway
7901879,30008,Keir Street,South East Locality,11-City Centre,WS: Side Loading Communal,1,3200 Litres,Route 42 Week All - Wednesday,Route 42 Week All - Saturday,No Route Allocated,325325,673145,Public Carriageway
7901879,30007,Keir Street,South East Locality,11-City Centre,WS: Side Loading Communal,1,3200 Litres,Route 42 Week All - Wednesday,Route 42 Week All - Saturday,No Route Allocated,325363,673163,Public Carriageway
7901879,30006,Keir Street,South East Locality,11-City Centre,WS: Side Loading Communal,1,3200 Litres,Route 42 Week All - Wednesday,Route 42 Week All - Saturday,No Route Allocated,325326,673165,Public Carriageway
7901879,30005,Keir Street,South East Locality,11-City Centre,WS: Side Loading Communal,1,3200 Litres,Route 42 Week All - Wednesday,Route 42 Week All - Saturday,No Route Allocated,325313,673125,Public Carriageway
7901879,30003,Keir Street,South East Locality,11-City Centre,WS: Side Loading Communal,1,3200 Litres,Route 42 Week All - Wednesday,Route 42 Week All - Saturday,No Route Allocated,325362,673185,Public Carriageway
7901879,30002,Keir Street,South East Locality,11-City Centre,WS: Side Loading Communal,1,3200 Litres,Route 42 Week All - Wednesday,Route 42 Week All - Saturday,No Route Allocated,325313,673182,Public Carriageway
7901877,30004,Jeffrey Street,South East Locality,11-City Centre,WS: Side Loading Communal,1,3200 Litres,Route 43 Week All - Wednesday,Route 42 Week All - Saturday,No Route Allocated,326104,673770,Public Carriageway
7901877,30003,Jeffrey Street,South East Locality,11-City Centre,WS: Side Loading Communal,1,3200 Litres,Route 43 Week All - Wednesday,Route 42 Week All - Saturday,No Route Allocated,326139,673746,Public Carriageway
7901877,30002,Jeffrey Street,South East Locality,11-City Centre,WS: Side Loading Communal,1,3200 Litres,Route 43 Week All - Wednesday,Route 42 Week All - Saturday,No Route Allocated,326118,673734,Public Carriageway
7901877,30001,Jeffrey Street,South East Locality,11-City Centre,WS: Side Loading Communal,1,3200 Litres,Route 43 Week All - Wednesday,Route 42 Week All - Saturday,No Route Allocated,326132,673740,Public Carriageway
7901875,30003,Infirmary Street,South East Locality,11-City Centre,WS: Side Loading Communal,1,3200 Litres,Route 43 Week All - Wednesday,Route 42 Week All - Saturday,No Route Allocated,326044,673426,Public Carriageway
7901875,30002,Infirmary Street,South East Locality,11-City Centre,WS: Side Loading Communal,1,3200 Litres,Route 43 Week All - Wednesday,Route 42 Week All - Saturday,No Route Allocated,326092,673439,Public Carriageway
7904212,30009,East London Street,South East Locality,11-City Centre,WS: Side Loading Communal,2,3200 Litres,Route 41 Week All - Tuesday,Route 41 Week All - Friday,No Route Allocated,325912,674716,Public Carriageway
7904212,30008,East London Street,South East Locality,11-City Centre,WS: Side Loading Communal,2,3200 Litres,Route 41 Week All - Tuesday,Route 41 Week All - Friday,No Route Allocated,325823,674690,Public Carriageway
7904186,30007,East Claremont Street,North East Locality,12-Leith Walk,WS: Side Loading Communal,1,3200 Litres,Route 43 Week All - Wednesday,Route 41 Week All - Saturday,No Route Allocated,325758,675153,Public Carriageway
7904186,30006,East Claremont Street,North East Locality,12-Leith Walk,WS: Side Loading Communal,2,3200 Litres,Route 43 Week All - Wednesday,Route 41 Week All - Saturday,No Route Allocated,325768,675202,Public Carriageway
7904186,30005,East Claremont Street,North East Locality,12-Leith Walk,WS: Side Loading Communal,2,3200 Litres,Route 43 Week All - Wednesday,Route 41 Week All - Saturday,No Route Allocated,325795,675244,Public Carriageway
7904186,30004,East Claremont Street,North East Locality,12-Leith Walk,WS: Side Loading Communal,1,3200 Litres,Route 43 Week All - Wednesday,Route 41 Week All - Saturday,No Route Allocated,325730,675082,Public Carriageway
7904186,30003,East Claremont Street,North East Locality,12-Leith Walk,WS: Side Loading Communal,1,3200 Litres,Route 43 Week All - Wednesday,Route 41 Week All - Saturday,No Route Allocated,325693,674991,Public Carriageway
7904186,30002,East Claremont Street,North East Locality,12-Leith Walk,WS: Side Loading Communal,1,3200 Litres,Route 43 Week All - Wednesday,Route 41 Week All - Saturday,No Route Allocated,325638,674908,Public Carriageway
7904160,30001,Gillespie Place,South East Locality,10-Meadows/Morningside,WS: Side Loading Communal,1,3200 Litres,Route 41 Week All - Monday,Route 41 Week All - Thursday,No Route Allocated,324886,672601,DUMMY LOCATION
7904159,30001,Barclay Place,South East Locality,10-Meadows/Morningside,WS: Side Loading Communal,1,3200 Litres,Route 41 Week All - Monday,Route 41 Week All - Thursday,No Route Allocated,324867,672498,Public Carriageway
7904133,30005,Eildon Street,North West Locality,05-Inverleith,WS: Side Loading Communal,1,2400 Litres,Route 43 Week All - Tuesday,Route 43 Week All - Friday,No Route Allocated,325166,675579,Public Carriageway
7904133,30004,Eildon Street,North West Locality,05-Inverleith,WS: Side Loading Communal,1,2400 Litres,Route 43 Week All - Tuesday,Route 43 Week All - Friday,No Route Allocated,325115,675459,Public Carriageway
7904133,30003,Eildon Street,North West Locality,05-Inverleith,WS: Side Loading Communal,1,2400 Litres,Route 43 Week All - Tuesday,Route 43 Week All - Friday,No Route Allocated,325052,675425,Public Carriageway
7904133,30002,Eildon Street,North West Locality,05-Inverleith,WS: Side Loading Communal,1,2400 Litres,Route 43 Week All - Tuesday,Route 43 Week All - Friday,No Route Allocated,324992,675394,Public Carriageway
7904133,30001,Eildon Street,North West Locality,05-Inverleith,WS: Side Loading Communal,1,2400 Litres,Route 43 Week All - Tuesday,Route 43 Week All - Friday,No Route Allocated,324975,675399,Public Carriageway
7904116,30004,Earlston Place,North East Locality,14-Craigentinny/Duddingston,WS: Side Loading Communal,2,3200 Litres,Route 41 Week All - Wednesday,Route 41 Week All - Saturday,No Route Allocated,327176,674431,Public Carriageway
7904116,30003,Earlston Place,North East Locality,14-Craigentinny/Duddingston,WS: Side Loading Communal,2,1800 Litres,Route 41 Week All - Wednesday,Route 41 Week All - Saturday,No Route Allocated,327242,674417,Public Footway
7904091,30001,Piershill Place,North East Locality,14-Craigentinny/Duddingston,WS: Side Loading Communal,1,3200 Litres,Route 41 Week All - Wednesday,Route 41 Week All - Saturday,No Route Allocated,328456,674152,Public Carriageway
7904073,30018,Constitution Street,North East Locality,13-Leith,WS: Side Loading Communal,1,3200 Litres,Route 41 Week All - Tuesday,Route 41 Week All - Friday,No Route Allocated,327247,676350,Public Carriageway
7904070,30002,Murrayfield Place,North West Locality,06-Corstorphine/Murrayfield,WS: Side Loading Communal,1,3200 Litres,Route 42 Week All - Monday,Route 42 Week All - Thursday,No Route Allocated,322927,673295,Public Carriageway
7904070,30001,Murrayfield Place,North West Locality,06-Corstorphine/Murrayfield,WS: Side Loading Communal,1,3200 Litres,Route 42 Week All - Monday,Route 42 Week All - Thursday,No Route Allocated,322919,673279,Public Carriageway
7904045,30003,Canon Street,North West Locality,05-Inverleith,WS: Side Loading Communal,1,3200 Litres,Route 43 Week All - Tuesday,Route 43 Week All - Friday,No Route Allocated,325246,675009,Public Carriageway
7904045,30002,Canon Street,North West Locality,05-Inverleith,WS: Side Loading Communal,1,3200 Litres,Route 43 Week All - Tuesday,Route 43 Week All - Friday,No Route Allocated,325253,675017,Public Carriageway
7904045,30001,Canon Street,North West Locality,05-Inverleith,WS: Side Loading Communal,1,3200 Litres,Route 43 Week All - Tuesday,Route 43 Week All - Friday,No Route Allocated,325254,675014,Public Carriageway
7904025,30002,Lothian Street,South East Locality,11-City Centre,WS: Side Loading Communal,1,3200 Litres,Route 42 Week All - Wednesday,Route 42 Week All - Saturday,No Route Allocated,325824,673189,Public Carriageway
7903998,30001,Summer Place,North West Locality,05-Inverleith,WS: Side Loading Communal,1,2400 Litres,Route 43 Week All - Tuesday,Route 43 Week All - Friday,No Route Allocated,325072,675199,Public Carriageway
7903996,30001,Howard Street,North West Locality,05-Inverleith,WS: Side Loading Communal,1,3200 Litres,Route 43 Week All - Tuesday,Route 43 Week All - Friday,No Route Allocated,325144,675113,Public Carriageway
7903983,30001,Cadzow Place,South East Locality,11-City Centre,WS: Side Loading Communal,2,2400 Litres,Route 41 Week All - Saturday,Route 41 Week All - Wednesday,No Route Allocated,327134,674423,Public Carriageway
7901858,30001,Heriot Place,South East Locality,11-City Centre,WS: Side Loading Communal,1,3200 Litres,Route 42 Week All - Wednesday,Route 42 Week All - Saturday,No Route Allocated,325414,673141,Public Carriageway
7901836,30004,Guthrie Street,South East Locality,11-City Centre,WS: Side Loading Communal,2,3200 Litres,Route 43 Week All - Wednesday,Route 42 Week All - Saturday,No Route Allocated,325876,673430,Public Carriageway
7901836,30003,Guthrie Street,South East Locality,11-City Centre,WS: Side Loading Communal,1,1800 Litres,Route 43 Week All - Wednesday,Route 42 Week All - Saturday,No Route Allocated,325859,673438,Public Carriageway
7901879,30004,Keir Street,South East Locality,11-City Centre,WS: Side Loading Communal,1,3200 Litres,Route 42 Week All - Wednesday,Route 42 Week All - Saturday,No Route Allocated,325313,673148,Public Carriageway
7901863,30009,Hillside Crescent,North East Locality,12-Leith Walk,WS: Side Loading Communal,1,3200 Litres,Route 41 Week All - Tuesday,Route 41 Week All - Friday,No Route Allocated,326407,674525,Public Carriageway
7901863,30008,Hillside Crescent,North East Locality,12-Leith Walk,WS: Side Loading Communal,2,3200 Litres,Route 41 Week All - Tuesday,Route 41 Week All - Friday,No Route Allocated,326612,674532,Public Carriageway
7901863,30007,Hillside Crescent,North East Locality,12-Leith Walk,WS: Side Loading Communal,1,3200 Litres,Route 41 Week All - Tuesday,Route 41 Week All - Friday,No Route Allocated,326673,674512,Public Carriageway
7901863,30006,Hillside Crescent,North East Locality,12-Leith Walk,WS: Side Loading Communal,1,3200 Litres,Route 41 Week All - Tuesday,Route 41 Week All - Friday,No Route Allocated,326385,674512,Public Carriageway
7901994,30052,Montgomery Street,North East Locality,12-Leith Walk,WS: Side Loading Communal,1,3200 Litres,Route 41 Week All - Tuesday,Route 41 Week All - Friday,No Route Allocated,326737,674621,Public Footway
7901994,30051,Montgomery Street,North East Locality,12-Leith Walk,WS: Side Loading Communal,1,3200 Litres,Route 41 Week All - Tuesday,Route 41 Week All - Friday,No Route Allocated,326696,674633,Public Footway
7901994,30050,Montgomery Street,North East Locality,12-Leith Walk,WS: Side Loading Communal,1,3200 Litres,Route 41 Week All - Tuesday,Route 41 Week All - Friday,No Route Allocated,326662,674643,Public Footway
7901994,30049,Montgomery Street,North East Locality,12-Leith Walk,WS: Side Loading Communal,1,3200 Litres,Route 41 Week All - Tuesday,Route 41 Week All - Friday,No Route Allocated,326631,674661,Public Footway
7901994,30048,Montgomery Street,North East Locality,12-Leith Walk,WS: Side Loading Communal,1,3200 Litres,Route 41 Week All - Tuesday,Route 41 Week All - Friday,No Route Allocated,326569,674668,Public Footway
7901994,30047,Montgomery Street,North East Locality,12-Leith Walk,WS: Side Loading Communal,1,3200 Litres,Route 41 Week All - Tuesday,Route 41 Week All - Friday,No Route Allocated,326549,674683,Public Footway
7901994,30046,Montgomery Street,North East Locality,12-Leith Walk,WS: Side Loading Communal,1,3200 Litres,Route 41 Week All - Tuesday,Route 41 Week All - Friday,No Route Allocated,326531,674671,Public Footway
7901994,30045,Montgomery Street,North East Locality,12-Leith Walk,WS: Side Loading Communal,1,3200 Litres,Route 41 Week All - Tuesday,Route 41 Week All - Friday,No Route Allocated,326503,674678,Public Footway
7901994,30044,Montgomery Street,North East Locality,12-Leith Walk,WS: Side Loading Communal,1,3200 Litres,Route 41 Week All - Tuesday,Route 41 Week All - Friday,No Route Allocated,326347,674665,Public Carriageway
7901994,30043,Montgomery Street,North East Locality,12-Leith Walk,WS: Side Loading Communal,1,3200 Litres,Route 41 Week All - Tuesday,Route 41 Week All - Friday,No Route Allocated,326420,674662,Public Footway
7901994,30042,Montgomery Street,North East Locality,12-Leith Walk,WS: Side Loading Communal,1,3200 Litres,Route 41 Week All - Tuesday,Route 41 Week All - Friday,No Route Allocated,326425,674670,Public Footway
7901994,30041,Montgomery Street,North East Locality,12-Leith Walk,WS: Side Loading Communal,1,3200 Litres,Route 41 Week All - Tuesday,Route 41 Week All - Friday,No Route Allocated,326382,674655,Public Carriageway
7901994,30040,Montgomery Street,North East Locality,12-Leith Walk,WS: Side Loading Communal,1,3200 Litres,Route 41 Week All - Tuesday,Route 41 Week All - Friday,No Route Allocated,326306,674650,Public Footway
7904237,30008,Meadowbank Terrace,North East Locality,14-Craigentinny/Duddingston,WS: Side Loading Communal,1,3200 Litres,Route 41 Week All - Wednesday,Route 41 Week All - Saturday,No Route Allocated,327840,674138,Public Carriageway
7904237,30007,Meadowbank Terrace,North East Locality,14-Craigentinny/Duddingston,WS: Side Loading Communal,1,3200 Litres,Route 41 Week All - Wednesday,Route 41 Week All - Saturday,No Route Allocated,327854,674146,Public Carriageway
7904237,30006,Meadowbank Terrace,North East Locality,14-Craigentinny/Duddingston,WS: Side Loading Communal,1,3200 Litres,Route 41 Week All - Wednesday,Route 41 Week All - Saturday,No Route Allocated,327914,674175,Public Carriageway
7904237,30005,Meadowbank Terrace,North East Locality,14-Craigentinny/Duddingston,WS: Side Loading Communal,1,3200 Litres,Route 41 Week All - Wednesday,Route 41 Week All - Saturday,No Route Allocated,327932,674180,Public Carriageway
7904186,30008,East Claremont Street,North East Locality,12-Leith Walk,WS: Side Loading Communal,1,3200 Litres,Route 43 Week All - Wednesday,Route 41 Week All - Saturday,No Route Allocated,325688,675019,Public Carriageway
7904156,30002,Riego Street,South East Locality,11-City Centre,WS: Side Loading Communal,2,3200 Litres,Route 42 Week All - Wednesday,Route 42 Week All - Saturday,No Route Allocated,324953,673086,In Development
